Quarter,Gross domestic product,Personal consumption expenditures,Goods,Durable goods,Nondurable goods,Services,Gross private domestic investment,Fixed investment,Nonresidential,Structures,Equipment,Intellectual Property Products,Residential,Change in private inventories,Net exports of goods and services,Exports,Goods,Services,Imports,Goods,Services,Government consumption expenditures and gross investment,Federal,National defense,Nondefense,State and local
2012-12-31,0.0042765853868954,0.0081906516399363,0.0094266563409619,0.015659018589851,0.0064690661020936,0.0075591152833305,-0.0033993438475829,0.019137587035303,0.0096932942287617,-0.019876325088339,0.021167415009622,0.013951250801796,0.062148164827741,-0.75168690958165,-0.0063527653213754,0.0020820132162578,-0.0081290238668141,0.025457793657883,0.00047367462197128,-4.3769422681275e-05,0.0030441400304415,-0.0050955817192049,-0.013955281418658,-0.020572124163116,-0.0025236593059937,0.0010737678513905
2012-09-30,0.0065749074240629,0.0059318877574195,0.0073980415366405,0.010663507109005,0.0059157595835305,0.0051844029021683,-0.0019330913681553,0.0042527090574525,-0.0022319214363654,-0.0063638358569234,-0.0056341022642714,0.0062933677585928,0.034233814625058,-0.17021276595745,-0.078671027715614,0.0043640330939176,0.0050326797385621,0.0028366676619888,-0.01301830474341,-0.016360270374995,0.0041484716157205,0.0,0.002550823220221,0.0032975085490963,0.0012634238787114,-0.0017685835253766
2012-06-30,0.0092651137167504,0.0047552983698726,0.00075382295929349,0.002375296912114,0.0,0.0068076997431578,0.030071521456437,0.020957708846491,0.022673091554654,0.036388446668183,0.022055627987831,0.01357540071966,0.013213780084946,0.36544342507645,-0.05498617211648,0.013919616519174,0.012440444679725,0.017314702308627,-0.0012929641202458,-0.0037316633782278,0.011260763965555,-0.0037835792659856,-0.0052287581699346,-0.0091965150048403,0.0016874077198902,-0.0027258150721539
2012-03-31,0.011947824875042,0.011849019662169,0.017392971596045,0.02522177770047,0.013793930670505,0.0090288421345967,0.027388109552438,0.040304017372421,0.036050239108729,0.059518072289157,0.04200158496547,0.011247105524314,0.060560560560561,-0.29373650107991,0.027754556094299,0.013358243811303,0.010160427807487,0.02077519379845,0.016501770654595,0.017589804024268,0.0109375,0.0035438552082014,0.0043246582747702,-0.0019323671497585,0.015420860998072,0.0029482712409542
2011-12-31,0.012715643063816,0.0068250499790785,0.010489897592029,0.02313578928635,0.0047806524184477,0.0049850169434565,0.074948388834036,0.026481209041059,0.026098678889189,0.04507680684966,0.025066728559823,0.014940406244754,0.028306742151312,-7.2147651006711,0.044898672257163,-0.00088664893368804,0.0055114934803065,-0.015417493512441,0.0087651456560968,0.012148789538788,-0.0081912773965021,-0.0051624276001008,-0.0084233095949154,-0.027598355842631,0.027282728272827,-0.0028863114009301
2011-09-30,0.0081625261142625,0.0096794787539666,0.0069676700111483,0.010338937337049,0.0054936177088382,0.011042840558371,0.007005016495684,0.043496464458504,0.048628781453209,0.069485591166173,0.064221316536989,0.013957446808511,0.019679874048806,-1.2365079365079,-0.024706082807974,0.016411326661291,0.01369489677727,0.022635029659694,0.0074203242681705,0.005284895856464,0.018489289740699,-0.0021986305672467,-0.0068446269678303,0.0078115753343591,-0.032978723404255,0.0010165864098449
2011-06-30,0.014601270474591,0.012153751128427,0.01528013582343,-0.0026898592307003,0.023525034109232,0.010558544122696,0.042006121968448,0.024985695212665,0.026764979098932,0.081876456876457,0.014280345734686,0.011361680151489,0.016808964781217,1.3954372623574,0.043377777777778,0.036885850587715,0.036511299435028,0.037745018629516,0.038331150319747,0.036455696202532,0.047720292936452,0.0095123343268438,0.012941992142362,0.026111246052951,-0.0099009900990099,0.0071128354348529
2011-03-31,0.00053840396055199,0.012537043451487,0.021859819569743,0.011334784185709,0.026787230429614,0.0079021745400012,-0.015302573614653,0.0014803495535074,0.0018030593846334,-0.072683058632802,0.030862603305785,0.010612386917189,0.00026688017080337,-0.57852564102564,0.11673615247171,0.030980630767671,0.037134695671281,0.016968698517298,0.048426834686377,0.060842814590556,-0.010981308411215,-0.0095471389988065,-0.01666540413605,-0.023829282750445,-0.0039865715484684,-0.0045059542967493
2010-12-31,0.01145593284499,0.015615533449294,0.028551034975018,0.025765045112083,0.029860534254361,0.0092854024159511,-0.0037420308602051,0.02501223690651,0.024979134374627,0.024923843810579,0.030883919062833,0.0171651035215,0.024890590809628,-0.48641975308642,-0.058504672897196,0.054765215531073,0.060015527950311,0.043134559202612,0.029523057091771,0.032103618586836,0.017352032327074,-0.0032866935862522,-0.0011349878934625,-0.0033085194375516,0.0027351146644225,-0.0047514815012545
2010-09-30,0.011357683059522,0.0094400110478707,0.011065672359875,0.0097680097680096,0.01167676588969,0.0086611861421022,0.034357528551632,0.000195828845589,0.021683518089901,-0.0093278463648833,0.044784422809458,0.012179831631739,-0.087824351297405,1.4251497005988,0.022553516819572,0.030760749724366,0.025151225724292,0.04357962697274,0.028922260728191,0.028775859387152,0.029613313754283,0.0041489863272041,0.013030814042618,0.020499216206439,0.00021043771043776,-0.0020246150567426
2010-06-30,0.014133818310617,0.0092787097416497,0.0062634270325879,0.023553162853297,-0.0016779264361724,0.010727480451652,0.051872329731088,0.032920353982301,0.029729051680883,0.03433598183882,0.053171231873444,-0.001609442060086,0.046202036021926,3.1404958677686,0.070595457335789,0.034679443303673,0.039463886820551,0.024058769513315,0.042553191489362,0.04900467747199,0.012890431333664,0.014605989093344,0.027891585250551,0.021431210740239,0.039142794664334,0.0055719260648273
2010-03-31,0.0078673669035115,0.0087776561448614,0.012685766814769,0.0092170369651693,0.014286993908993,0.0068871758097286,0.031898340248963,-0.00065696381645439,0.0068199040161658,-0.0650039798355,0.058777915632754,-0.0048051254671649,-0.030617408906883,-1.238188976378,0.10916931457104,0.023886001284822,0.039026906215078,-0.0081967213114754,0.041339588462074,0.051169172717398,-0.0009905894006935,0.0043882126841768,0.022970903522205,0.0090728312204822,0.048853211009174,-0.0078669005474937
2009-12-31,0.012680668237846,0.0067031989323413,0.0057320718666214,-0.014438707209791,0.015324450911737,0.0071773574685145,0.079265562024183,-0.0067760879385635,-0.010435543335625,-0.086745820208384,0.0089187920513221,0.024430264357338,0.0081632653061224,-0.75327829043225,0.08629191321499,0.072600851916813,0.082945447775088,0.051321332822673,0.075374625374625,0.087072715972654,0.027480916030534,0.0030522088353414,0.0060817385663315,0.0022421524663678,0.013011152416357,0.0010642260416112
2009-09-30,0.0030473348023766,0.012385105119859,0.03065048913734,0.040804140127389,0.025891024444859,0.0037001238408796,-0.021633167205214,-0.010676333300228,-0.022717557251908,-0.093365553602812,0.0074085750315259,0.00091240875912409,0.041722030294977,0.095795635976583,0.18700614574188,0.048400866881198,0.062617469581561,0.020320437670965,0.073746312684366,0.088117941435044,0.018926626912108,0.0084237809816945,0.015313683517207,0.022154316271963,0.0027958993476235,0.0039532026283455
2009-06-30,-0.0030242145732381,-4.0940820044774e-05,0.0036340452661779,-0.0071146245059289,0.0088004141371358,-0.0017939788642155,-0.074134171695147,-0.049107564453678,-0.043683933890089,-0.10393700787402,-0.037329286798179,0.0049514028974877,-0.072009864364981,0.29052197802198,-0.13252094440213,0.0021059559065482,-0.0011856535915424,0.0086716594402839,-0.025556600815303,-0.029915370989963,-0.0084832904884319,0.016834684061409,0.027406530197936,0.033149171270718,0.017061611374408,0.010145162160704
2009-03-31,-0.011409013120365,-0.0090673049616617,-0.015843137254902,-0.0030538863166191,-0.021865218191862,-0.0058152605626415,-0.12081494360483,-0.08252826755621,-0.07752397370973,-0.08665947500899,-0.11233836206897,-0.022058823529412,-0.10307454103075,1.2365591397849,-0.34611553784861,-0.11093558012989,-0.1377577100017,-0.05212030637026,-0.17226163696141,-0.19502534854246,-0.069155300311079,-0.0046889858018821,-0.0075554063129617,-0.024008216715881,0.023526558331312,-0.002905569007264
2008-12-31,-0.019746681937614,-0.026202727928177,-0.076167289800887,-0.078773028405481,-0.074944643161301,-0.00037455428040632,-0.079149390369063,-0.059640689289933,-0.046782724798439,-0.0055426425889503,-0.09727626459144,-0.013969938107869,-0.10898699251084,2.4627659574468,-0.22130299896587,-0.11150966936993,-0.14682366623056,-0.022818546914932,-0.14296307281625,-0.16717245019132,-0.013223140495868,-0.0020288622009883,0.0094915254237289,0.0029616276075199,0.022315893875527,-0.0092755477370862
2008-09-30,0.0020252480928914,0.002882386735078,-0.0024574997108824,-0.03325144762239,0.012721549010307,0.0056652101853247,-0.023021698151045,-0.024829175274114,-0.015869004902209,0.0099313831708198,-0.040261407398763,-0.0044014084507042,-0.057578008915305,-0.21338912133891,0.018698972873321,0.001614162978391,0.0077644301201289,-0.013506212857915,0.0064554647561475,0.0038853812530353,0.020481927710843,0.024301132935577,0.034633932485752,0.047760388559093,0.010270541082164,0.017906560312551
2008-06-30,0.0098579258814868,0.012171158164902,0.015412617796436,-0.010847869478434,0.028838901459692,0.010490096070401,-0.013335971507717,-0.011777638190955,-0.0014634638675817,0.025175860792299,-0.025031289111389,0.0097777777777778,-0.047922192749779,0.18905472636816,0.0034355179704017,0.058359969139204,0.066229303342705,0.039498315237739,0.042194913276814,0.0460465545908,0.021915784289584,0.020384431219646,0.026829927073017,0.029873558427122,0.020971867007673,0.016435938447962
2008-03-31,-0.0011508106746202,0.0064984863773965,-0.0035979640788626,-0.03176203680363,0.011352418558737,0.011815632991343,-0.032023289665211,-0.016031212577742,0.0047153070019774,0.015986458529246,-0.012915543575921,0.022355507088331,-0.082576249188838,-1.9178082191781,0.080216956894091,0.027869038178316,0.041737856968514,-0.0041014168530946,0.042741281427413,0.043117984294455,0.040215163934426,0.020416710292116,0.032153145618437,0.03242002582126,0.031662269129288,0.013414565982896
2007-12-31,0.0079342745560992,0.0113070454731,0.013068602755964,-8.401949252238e-05,0.020281096918921,0.010381807710866,-0.017906854262283,-0.0080088902513796,0.017751173951184,0.037261022239563,0.0031545741324921,0.0234375,-0.082328420425785,-0.54938271604938,-0.016149417216683,0.046162962962963,0.039056555921887,0.06280958985536,0.027671278546424,0.030072949233289,0.015344603381014,0.01451687143717,0.011467243161951,0.0092659620674678,0.015541264737406,0.016245384833854
2007-09-30,0.010220283865958,0.010133080435836,0.0069827817731491,0.0044729513039075,0.0084021974978072,0.011795647106995,-0.0051274374040946,-0.0057909174032308,0.015937090432503,0.056253863589532,-0.00067552353073635,0.0065530799475754,-0.063571727310749,0.031847133757962,-0.028512960436562,0.038397637068488,0.035632988968657,0.045360397680199,0.017642069550466,0.016751601998083,0.022062732589048,0.015022461814915,0.022194465795542,0.026910496580434,0.013579576317219,0.010794051788482
2007-06-30,0.01328583874322,0.011363754834809,0.014839041821871,0.0098005795125277,0.017521608417888,0.009555304704517,0.014311745501481,0.0041315990818669,0.022952753794176,0.059375682165466,0.012886304025545,0.0083065886350764,-0.042706526091018,1.3316831683168,0.0061770761839396,0.028218918063904,0.027620332883491,0.029643847302197,0.021265537701936,0.02028314028314,0.026466575716235,0.017144319344934,0.022095649612099,0.027654698242934,0.012094557449148,0.014208350317359
2007-03-31,0.011858044702269,0.01462934755014,0.012479303366652,0.0062601835177088,0.015988163986064,0.015745615451697,-0.002801332525742,0.004418828049952,0.023885350318471,0.049003892832608,0.015400648448356,0.016698656429943,-0.040957378727761,-0.48337595907928,0.012649430080623,0.023308514082227,0.019070321811681,0.033274570295284,0.019877203056672,0.021884370561313,0.0096418732782369,0.016724894075671,0.0047360631475086,-0.0021344717182497,0.017337807606264,0.024031007751938
2006-12-31,0.011352769888917,0.0084592982942728,-0.0018668706962509,0.0069948186528497,-0.0067314529509362,0.013984410820724,-0.015943972582328,-0.001840984926936,0.015388046387154,0.025358065273538,0.0073486527469965,0.020568070519099,-0.039818114784319,-0.49286640726329,-0.10700099304866,0.043510573609891,0.031882686849574,0.072306238185255,-0.0095375596097474,-0.020962093119077,0.054619407321325,0.013256006628003,0.013094762095162,0.026929700955065,-0.011061946902655,0.013293051359517
2006-09-30,0.0078769257525472,0.013032624787923,0.014027247618161,0.009590235396687,0.016479545126006,0.01250124349239,-0.0046718576195773,-0.0047333664160017,0.018512208972175,0.036757546251217,0.0057484748944157,0.025718304199317,-0.05240479795039,-0.0025873221216042,0.030706243602866,0.011411780784474,0.015760138381703,0.00094607379375586,0.018129175946548,0.021787180296811,-0.001740139211137,0.0093891359714146,0.0017022128767397,-0.0042095416276893,0.012034704729919,0.014155279122495
2006-06-30,0.011055836001436,0.013071609209244,0.0095241078981171,-0.0054625856238619,0.018002550770137,0.014977113624125,-0.0010001111234581,-0.0020950784702118,0.018272233144443,0.056041131105398,0.001292141430753,0.017583316295236,-0.041522491349481,0.038978494623656,0.0056613484302625,0.03259949195597,0.03029702970297,0.038310412573674,0.023058694859643,0.023869820572229,0.018611521418021,0.014852249054857,0.0034160554606652,0.012470402525651,-0.012710693561757,0.021917465088609
2006-03-31,0.019975189812877,0.015904263009798,0.019157699798844,0.036767349874146,0.0094577865808368,0.014165272894836,0.023971173904798,0.03102662791611,0.044071480318764,0.064004376367615,0.050987654320988,0.017262895174709,0.0067423305989437,-0.17516629711752,-0.013079365079365,0.04482453553524,0.04989604989605,0.032454361054767,0.023555203134475,0.017377480539415,0.058805129809196,0.020029118954865,0.0446053736356,0.042283645936163,0.049289649173674,0.0052880075542966
2005-12-31,0.01334302633771,0.011611030478955,0.0020797337940744,-0.028810895756941,0.019949494949495,0.016797973137125,0.043249446027224,0.014705296297772,0.013832782470315,0.049669824863623,0.0059612518628912,0.0010410160316469,0.016447744146202,4.0391061452514,0.076702214930271,0.034708978564345,0.035522066738428,0.032731081434931,0.049747833325173,0.054999710832225,0.020753512132822,0.0078125000000001,-0.010694631917766,-0.02502406159769,0.015307624374448,0.019314681724846
2005-09-30,0.017827826207598,0.018821857196896,0.022241119905802,0.0042083114150449,0.032971619365609,0.01695932233301,0.023365053654586,0.028865472139079,0.024197592778335,0.030778336786031,0.028878098645541,0.011796924373288,0.037691122436885,-0.41503267973856,0.061384414453635,0.0083070533035922,0.0043243243243243,0.017857142857143,0.026694148401367,0.027880156937344,0.020195439739414,0.021014698141475,0.02654018332978,0.030413223140496,0.019813869708796,0.017564479268691
2005-06-30,0.012517851986546,0.017589903302189,0.01696381053752,0.027104907699234,0.011023788174482,0.017928036359064,-0.0023028442146088,0.026602685524267,0.02223646267222,0.021463119709794,0.023006535947712,0.021299483648881,0.035087719298246,-0.69246231155779,0.018173758865248,0.025153761236398,0.038858939802336,-0.0068819481206988,0.022724935732648,0.024482338611449,0.013201320132013,0.011260339038572,0.0075171821305842,0.013739946380697,-0.004185351270553,0.013567174056916
2005-03-31,0.020020378596106,0.012853986744326,0.010181109505729,0.0085369176278268,0.011146666666667,0.014303414598593,0.039650537634408,0.027240887274614,0.022273173927285,0.04320403658152,0.013782136231116,0.021987686895339,0.036759094378021,0.46323529411765,-0.010526315789474,0.034083496412263,0.029840388619015,0.04393478861564,0.018058099973829,0.020065850779648,0.007313829787234,0.017074795935366,0.030886748588509,0.036470996873915,0.021374045801527,0.0087455771413311
2004-12-31,0.015726448733394,0.018237155196266,0.022644491787506,0.015587529976019,0.026890848348759,0.015863026376677,0.030069657768355,0.028323699421965,0.027530963920302,0.029879831113998,0.030874316939891,0.020417321067983,0.02986638721509,0.091492776886035,0.072100313479624,0.034064080944351,0.028551034975018,0.047770700636943,0.047423245614035,0.04996412497554,0.034032313509797,0.0081451003442773,-0.0039695666556401,-0.016734972677596,0.019296607531902,0.015594277578141
2004-09-30,0.015293808593429,0.015440430963928,0.012877627732145,0.011663711859662,0.013488010657194,0.016826334908057,0.022925425979199,0.030092062474236,0.031523399527843,0.043021680216802,0.031567080045096,0.023656407900781,0.027317992194859,-0.18241469816273,0.049342105263158,0.011686428388638,0.013870461946689,0.0064102564102564,0.024546424759872,0.02651489789086,0.013942140118508,0.016299709848097,0.022781098454945,0.037010802195856,-0.002483700714064,0.012424492037342
2004-06-30,0.016098895599079,0.013557349445325,0.011156079535457,0.0088487244657819,0.012589928057554,0.014860657459935,0.048394580549369,0.036556995679628,0.028493894165536,0.028571428571429,0.042609462239201,0.006472491909385,0.052549575070822,0.55828220858896,0.11233077204537,0.027162008236222,0.032246015936255,0.015384615384615,0.054742579536702,0.059219858156028,0.032385750269881,0.017584994138335,0.016275071633238,0.017844268204759,0.013849543594586,0.018313994128338
2004-03-31,0.014521697921603,0.017421427221767,0.01907972599792,0.015583173996176,0.021178901452104,0.016523630150285,0.010502625656414,0.0056818181818182,-0.0079348211122919,-0.00069637883008353,-0.01845976348428,0.0039452309120447,0.033826328891492,0.2734375,0.068204025796365,0.042473511143588,0.031595170819419,0.069281872825055,0.05066915655151,0.049810140719232,0.054648956356736,0.020289726664599,0.028770192194317,0.027597703278385,0.030824140168722,0.015113886326545
2003-12-31,0.016490180729628,0.011853929003888,0.008390293298615,0.0035498416962487,0.011260084740844,0.013739075663334,0.041253722599229,0.02661634233616,0.016564638098668,0.014482515012363,0.020306062389641,0.011739845034046,0.048035604665439,3.7407407407407,0.023604720944189,0.050167865707434,0.052731206057328,0.043578738857709,0.041558609958506,0.04277950310559,0.035770440251572,0.011697741125852,0.021192052980132,0.032906064664243,0.0012995451591942,0.0060679611650485
2003-09-30,0.02237329276122,0.020937979855815,0.033180136755969,0.03423298273467,0.032604135451004,0.0143961024699,0.03948236488201,0.035110863057486,0.021631962328011,0.0031892274982283,0.028606023914031,0.023552030761836,0.064879882333715,-21.25,-0.0029916234543279,0.029833053442655,0.020701076455976,0.0528328119569,0.018960163836956,0.0073517910214298,0.082092726499362,0.0064504488249356,-0.0010825114265095,-0.0077828397873954,0.010505581089954,0.011042944785276
2003-06-30,0.012519924132465,0.011997102785277,0.0074534161490684,0.034702258726899,-0.0083209509658247,0.014441968806968,0.0052545658606264,0.021615177275555,0.023572827233017,0.026928675400291,0.0288072251635,0.012901655306719,0.017459261722647,-1.0129032258065,-0.0003987240829347,0.00079090459713293,0.0024903154399558,-0.0034638032559751,0.00039653691097755,0.0027448827542938,-0.01218487394958,0.017860422405877,0.053338401114912,0.074663402692778,0.018388498829823,-0.0023043133866206
2003-03-31,0.011374484410742,0.01149563086104,0.011306532663317,-0.0094579477270415,0.023729844843322,0.011597410048357,0.012238574748257,0.011800492998374,-0.0004516711833786,0.0047531992687386,-0.0081853281853281,0.0085931745642033,0.039944665398582,0.040268456375839,0.038509316770186,0.0038705835649067,0.012324929971989,-0.016689373297003,0.01509459278143,0.019509074918046,-0.007919966652772,0.016284821053614,0.026664932362123,0.02316844082655,0.032447359337246,0.01055159365449
2002-12-31,0.0060432541156643,0.0099689227912983,0.0025188916876576,-0.020129546586946,0.016639861437585,0.014003739871182,0.0044608122827947,0.0021549458635552,-0.01138647019424,-0.0025528811086798,-0.017301563211413,-0.0080370189965904,0.034711039541957,0.17786561264822,0.11909175162187,-0.013703993735317,-0.021649767059468,0.0061686086360521,0.025736306083127,0.020729617236595,0.052654673102238,0.016795559140295,0.030286786384347,0.042655059847661,0.010463899546564,0.0092538190364278
2002-09-30,0.0093554523173722,0.012063448839268,0.012520287502898,0.024293150964581,0.0052232309414251,0.01183593667879,0.00119443290403,-0.0020456333595594,-0.0058449245338857,-0.038906414300736,-0.0027243832299078,0.01232741617357,0.0073900504686374,0.32460732984293,0.0375,0.013995037220844,0.016010023666992,0.0089903181189489,0.02086406743941,0.023044167988645,0.0093002657218777,0.013025088916659,0.017869322057018,0.020884247944901,0.013074204946996,0.010388839418225
2002-06-30,0.0092667798862881,0.012838900074468,0.011056847040438,0.0049235819058366,0.014893348479112,0.013832644187732,0.0081675392670157,-0.0019369699507905,-0.014796996865661,-0.044541192230409,-0.015936848376527,0.0092062702164719,0.030652052758685,-96.5,0.10844657607248,0.03513818966403,0.040260680666184,0.022630834512023,0.055539077561916,0.065948736205055,0.0035555555555556,0.015769174437338,0.026175811870101,0.025985867335309,0.026478055857817,0.010270634980133
2002-03-31,0.012437741209012,0.0048222154477177,-0.0069835111542192,-0.0210864544633,0.001896813353566,0.011359962061607,0.036522494166169,-0.0069144788146608,-0.021120228326793,-0.044174135723431,-0.021282798833819,-0.0029769288017863,0.031028538594139,-0.99752475247525,0.051260504201681,0.016926131020792,-0.005329876116393,0.076103500761035,0.026253709763336,0.015821354307929,0.081730769230769,0.024611074983743,0.045514415337334,0.042785833135251,0.04988575780655,0.01375588995288
2001-12-31,0.0058085436345692,0.015936030633218,0.024891645791085,0.077930511960169,-0.0059082338152106,0.011027568922306,-0.04883084705518,-0.022363405336722,-0.030103806228374,-0.08974358974359,-0.0092432120161756,-0.015388373229116,-0.00057427258805504,1.6843853820598,-0.02645214071448,-0.041462193289935,-0.032878239063806,-0.063769148557178,-0.037430413126282,-0.034648280677256,-0.051527587779298,0.017094886797253,0.012446288339013,0.010084033613445,0.016647309330236,0.01952580195258
2001-09-30,0.00010339900736956,0.0044258423947624,0.0020719607921267,0.0047852093529092,0.00050308137341212,0.0057206733298265,-0.015099135739705,-0.0056100272920246,-0.015399291360044,0.024171888988362,-0.032960893854749,-0.016810758885687,0.022309197651663,1.5948275862069,0.020595602560534,-0.053195524369429,-0.060471204188482,-0.034067446662079,-0.034443737180847,-0.036819098856759,-0.022291573785109,0.0035229245379353,0.012755102040816,0.015110894467463,0.0085903943771964,-0.0013154840207383
2001-06-30,0.01239995812754,0.0073642527491312,0.00432190163672,-0.0078765645230902,0.011513262515107,0.0090456706845073,-0.00025412960609911,-0.0098088279451507,-0.022577422577423,0.020712762717027,-0.047492350671811,-0.012099644128114,0.028790014093014,-0.62091503267974,-0.082716364564718,-0.038387890945564,-0.044163643187789,-0.022864828513786,-0.050053748992206,-0.059753398672147,0.0049283154121865,0.02442596370103,0.021302681992337,0.017104610808131,0.0285140562249,0.026123550897253
2001-03-31,0.0034185422495537,0.010944070042048,0.0023264209217441,0.012011356191308,-0.0032967729664617,0.015770673735763,-0.045644159875825,-0.0044838581108011,-0.011780966170857,-0.014114114114114,-0.019947848761408,0.0050071530758227,0.018245182451824,-1.5635359116022,-0.026590457256461,-0.016765285996055,-0.016488249046389,-0.017509084902544,-0.019370140993543,-0.023162445954293,0.0031460674157303,0.023117675389308,0.025782109731174,0.020748987854251,0.033623910336239,0.021742657796528
