Year,S&P Composite,Dividend,Earnings,CPI,Long Interest Rate,Real Price,Real Dividend,Real Earnings,Cyclically Adjusted PE Ratio
1929-11-30,20.58,0.96,1.591,17.3,3.3416666666667,282.8376017341,13.193590751445,21.86562800578,21.171036000097
1929-10-31,27.99,0.95,1.572,17.3,3.3675,384.67563034682,13.056157514451,21.604504855491,28.961067164355
1929-09-30,31.3,0.94,1.552,17.3,3.3933333333333,430.16603179191,12.918724277457,21.329638381503,32.563788598777
1929-08-31,30.1,0.93,1.533,17.3,3.4191666666667,413.6740433526,12.781291040462,21.068515231214,31.480313247173
1929-07-31,28.48,0.92,1.514,17.3,3.445,391.40985895954,12.643857803468,20.807392080925,29.933289406842
1929-06-30,26.15,0.91,1.495,17.1,3.4708333333333,363.59128216374,12.652698538012,20.786576169591,27.935467830289
1929-05-31,25.66,0.9,1.476,17.0,3.4966666666667,358.87698647059,12.587267647059,20.643118941176,27.698586875008
1929-04-30,25.28,0.89,1.457,16.9,3.5225,355.65444733728,12.521062426036,20.497963994083,27.568454472898
1929-03-31,25.43,0.88,1.438,17.0,3.5483333333333,355.66024029412,12.307550588235,20.111656529412,27.675748437862
1929-02-28,24.99,0.87,1.418,17.1,3.5741666666667,347.46256754386,12.096535964912,19.715963216374,27.131672798247
1929-01-31,24.86,0.86,1.399,17.1,3.6,345.65503918129,11.957495321637,19.451785994152,27.083199620833
1928-12-31,23.15,0.85,1.38,17.1,3.5775,321.87908918129,11.818454678363,19.18760877193,25.301591027426
1928-11-30,23.06,0.8433,1.357,17.2,3.555,318.76360872093,11.657127113372,18.75811869186,25.12198457111
1928-10-31,21.6,0.8367,1.335,17.2,3.5325,298.58169767442,11.56589381686,18.454007703488,23.578344239585
1928-09-30,21.17,0.83,1.312,17.3,3.51,290.94616271676,11.40695867052,18.031240693642,23.004649446159
1928-08-31,19.78,0.8233,1.29,17.1,3.4875,275.02239239766,11.447216160819,17.936242982456,21.762131502579
1928-07-31,19.16,0.8167,1.268,17.1,3.465,266.40187251462,11.355449336257,17.630353567251,21.081905435297
1928-06-30,19.02,0.81,1.245,17.1,3.4425,264.45530350877,11.262292105263,17.310560087719,20.913421576867
1928-05-31,20.0,0.8033,1.222,17.2,3.42,276.46453488372,11.104198043605,16.891983081395,21.83273217874
1928-04-30,19.4,0.7967,1.2,17.1,3.3975,269.73884795322,11.077368049708,16.684877192982,21.257909249487
1928-03-31,18.25,0.79,1.177,17.1,3.375,253.74917397661,10.984210818713,16.36508371345,19.943417799065
1928-02-29,17.32,0.7833,1.155,17.1,3.3525,240.81839415205,10.891053587719,16.059194298246,18.868850519584
1928-01-31,17.53,0.7767,1.133,17.3,3.33,240.92046445087,10.674439517341,15.571185751445,18.806128571701
1927-12-31,17.46,0.77,1.11,17.3,3.3308333333333,239.95843179191,10.582359248555,15.255089306358,18.646624021403
1927-11-30,17.06,0.7633,1.121,17.3,3.3316666666667,234.46110231214,10.490278979769,15.406265867052,18.131301434952
1927-10-31,16.68,0.7567,1.132,17.4,3.3325,227.92117586207,10.339805382184,15.46803183908,17.537237852261
1927-09-30,16.94,0.75,1.143,17.3,3.3333333333333,232.81190346821,10.307492774566,15.708618988439,17.818723713516
